dates,ID,turno,linea_utilizada,produccion,piezas_a_scrap,apellido,nombre
"May 23, 2025",772,Tarde,Linea 2,162,5,Sánchez,Miguel
"May 23, 2025",773,Noche,Linea 1,199,6,Rodríguez,Laura
"May 23, 2025",774,Noche,Linea 2,150,7,Martínez,Ana
"May 24, 2025",775,Mañana,Linea 1,187,8,Díaz,Antonio
"May 24, 2025",776,Mañana,Linea 2,224,9,Pérez,Carmen
"May 24, 2025",777,Tarde,Linea 1,175,10,González,Luis
"May 24, 2025",778,Tarde,Linea 2,212,11,García,Carlos
"May 24, 2025",779,Noche,Linea 1,163,12,Torres,Javier
"May 24, 2025",780,Noche,Linea 2,200,0,Flores,Rosa
"May 25, 2025",781,Mañana,Linea 1,151,1,Hernández,María
"May 25, 2025",782,Mañana,Linea 2,188,2,Ruiz,Francisco
"May 25, 2025",783,Tarde,Linea 1,225,3,Ramírez,Elena
"May 25, 2025",784,Tarde,Linea 2,176,4,Fernández,José
"May 25, 2025",785,Noche,Linea 1,213,5,López,Pedro
"May 25, 2025",786,Noche,Linea 2,164,6,Morales,Patricia
"May 26, 2025",787,Mañana,Linea 1,201,7,Sánchez,Miguel
"May 26, 2025",788,Mañana,Linea 2,152,8,Rodríguez,Laura
"May 26, 2025",789,Tarde,Linea 1,189,9,Martínez,Ana
"May 26, 2025",790,Tarde,Linea 2,226,10,Díaz,Antonio
"May 26, 2025",791,Noche,Linea 1,177,11,Pérez,Carmen
"May 26, 2025",792,Noche,Linea 2,214,12,González,Luis
"May 27, 2025",793,Mañana,Linea 1,165,0,García,Carlos
"May 27, 2025",794,Mañana,Linea 2,202,1,Torres,Javier
"May 27, 2025",795,Tarde,Linea 1,153,2,Flores,Rosa
"May 27, 2025",796,Tarde,Linea 2,190,3,Hernández,María
"May 27, 2025",797,Noche,Linea 1,227,4,Ruiz,Francisco
"May 27, 2025",798,Noche,Linea 2,178,5,Ramírez,Elena
"May 28, 2025",799,Mañana,Linea 1,215,6,Fernández,José
"May 28, 2025",800,Mañana,Linea 2,166,7,López,Pedro
"May 28, 2025",801,Tarde,Linea 1,203,8,Morales,Patricia
"May 28, 2025",802,Tarde,Linea 2,154,9,Sánchez,Miguel
"May 28, 2025",803,Noche,Linea 1,191,10,Rodríguez,Laura
"May 28, 2025",804,Noche,Linea 2,228,11,Martínez,Ana
"May 29, 2025",805,Mañana,Linea 1,179,12,Díaz,Antonio
"May 29, 2025",806,Mañana,Linea 2,216,0,Pérez,Carmen
"May 29, 2025",807,Tarde,Linea 1,167,1,González,Luis
"May 29, 2025",808,Tarde,Linea 2,204,2,García,Carlos
"May 29, 2025",809,Noche,Linea 1,155,3,Torres,Javier
"May 29, 2025",810,Noche,Linea 2,192,4,Flores,Rosa
"May 30, 2025",811,Mañana,Linea 1,229,5,Hernández,María
"May 30, 2025",812,Mañana,Linea 2,180,6,Ruiz,Francisco
"May 30, 2025",813,Tarde,Linea 1,217,7,Ramírez,Elena
"May 30, 2025",814,Tarde,Linea 2,168,8,Fernández,José
"May 30, 2025",815,Noche,Linea 1,205,9,López,Pedro
"May 30, 2025",816,Noche,Linea 2,156,10,Morales,Patricia
"May 31, 2025",817,Mañana,Linea 1,193,11,Sánchez,Miguel
"May 31, 2025",818,Mañana,Linea 2,230,12,Rodríguez,Laura
"May 31, 2025",819,Tarde,Linea 1,181,0,Martínez,Ana
"May 31, 2025",820,Tarde,Linea 2,218,1,Díaz,Antonio
"May 31, 2025",821,Noche,Linea 1,169,2,Pérez,Carmen
"May 31, 2025",822,Noche,Linea 2,206,3,González,Luis
"Jun 1, 2025",823,Mañana,Linea 1,157,4,García,Carlos
"Jun 1, 2025",824,Mañana,Linea 2,194,5,Torres,Javier
"Jun 1, 2025",825,Tarde,Linea 1,231,6,Flores,Rosa
"Jun 1, 2025",826,Tarde,Linea 2,182,7,Hernández,María
"Jun 1, 2025",827,Noche,Linea 1,219,8,Ruiz,Francisco
"Jun 1, 2025",828,Noche,Linea 2,170,9,Ramírez,Elena
"Jun 2, 2025",829,Mañana,Linea 1,207,10,Fernández,José
"Jun 2, 2025",830,Mañana,Linea 2,158,11,López,Pedro
"Jun 2, 2025",831,Tarde,Linea 1,195,12,Morales,Patricia
"Jun 2, 2025",832,Tarde,Linea 2,232,0,Sánchez,Miguel
"Jun 2, 2025",833,Noche,Linea 1,183,1,Rodríguez,Laura
"Jun 2, 2025",834,Noche,Linea 2,220,2,Martínez,Ana
"Jun 3, 2025",835,Mañana,Linea 1,171,3,Díaz,Antonio
"Jun 3, 2025",836,Mañana,Linea 2,208,4,Pérez,Carmen
"Jun 3, 2025",837,Tarde,Linea 1,159,5,González,Luis
"Jun 3, 2025",838,Tarde,Linea 2,196,6,García,Carlos
"Jun 3, 2025",839,Noche,Linea 1,233,7,Torres,Javier
"Jun 3, 2025",840,Noche,Linea 2,184,8,Flores,Rosa
"Jun 4, 2025",841,Mañana,Linea 1,221,9,Hernández,María
"Jun 4, 2025",842,Mañana,Linea 2,172,10,Ruiz,Francisco
"Jun 4, 2025",843,Tarde,Linea 1,209,11,Ramírez,Elena
"Jun 4, 2025",844,Tarde,Linea 2,160,12,Fernández,José
"Jun 4, 2025",845,Noche,Linea 1,197,0,López,Pedro
"Jun 4, 2025",846,Noche,Linea 2,234,1,Morales,Patricia
"Jun 5, 2025",847,Mañana,Linea 1,185,2,Sánchez,Miguel
"Jun 5, 2025",848,Mañana,Linea 2,222,3,Rodríguez,Laura
"Jun 5, 2025",849,Tarde,Linea 1,173,4,Martínez,Ana
"Jun 5, 2025",850,Tarde,Linea 2,210,5,Díaz,Antonio
"Jun 5, 2025",851,Noche,Linea 1,161,6,Pérez,Carmen
"Jun 5, 2025",852,Noche,Linea 2,198,7,González,Luis
"Jun 6, 2025",853,Mañana,Linea 1,235,8,García,Carlos
"Jun 6, 2025",854,Mañana,Linea 2,186,9,Torres,Javier
"Jun 6, 2025",855,Tarde,Linea 1,223,10,Flores,Rosa
"Jun 6, 2025",856,Tarde,Linea 2,174,11,Hernández,María
"Jun 6, 2025",857,Noche,Linea 1,211,12,Ruiz,Francisco
"Jun 6, 2025",858,Noche,Linea 2,162,0,Ramírez,Elena
"Jun 7, 2025",859,Mañana,Linea 1,199,1,Fernández,José
"Jun 7, 2025",860,Mañana,Linea 2,150,2,López,Pedro
"Jun 7, 2025",861,Tarde,Linea 1,187,3,Morales,Patricia
"Jun 7, 2025",862,Tarde,Linea 2,224,4,Sánchez,Miguel
"Jun 7, 2025",863,Noche,Linea 1,175,5,Rodríguez,Laura
"Jun 7, 2025",864,Noche,Linea 2,212,6,Martínez,Ana
"Jun 8, 2025",865,Mañana,Linea 1,163,7,Díaz,Antonio
"Jun 8, 2025",866,Mañana,Linea 2,200,8,Pérez,Carmen
"Jun 8, 2025",867,Tarde,Linea 1,151,9,González,Luis
"Jun 8, 2025",868,Tarde,Linea 2,188,10,García,Carlos
"Jun 8, 2025",869,Noche,Linea 1,225,11,Torres,Javier
"Jun 8, 2025",870,Noche,Linea 2,176,12,Flores,Rosa
"Jun 9, 2025",871,Mañana,Linea 1,213,0,Hernández,María
"Jun 9, 2025",872,Mañana,Linea 2,164,1,Ruiz,Francisco
"Jun 9, 2025",873,Tarde,Linea 1,201,2,Ramírez,Elena
"Jun 9, 2025",874,Tarde,Linea 2,152,3,Fernández,José
"Jun 9, 2025",875,Noche,Linea 1,189,4,López,Pedro
"Jun 9, 2025",876,Noche,Linea 2,226,5,Morales,Patricia
"Jun 10, 2025",877,Mañana,Linea 1,177,6,Sánchez,Miguel
"Jun 10, 2025",878,Mañana,Linea 2,214,7,Rodríguez,Laura
"Jun 10, 2025",879,Tarde,Linea 1,165,8,Martínez,Ana
"Jun 10, 2025",880,Tarde,Linea 2,202,9,Díaz,Antonio
"Jun 10, 2025",881,Noche,Linea 1,153,10,Pérez,Carmen
"Jun 10, 2025",882,Noche,Linea 2,190,11,González,Luis
"Jun 11, 2025",883,Mañana,Linea 1,227,12,García,Carlos
"Jun 11, 2025",884,Mañana,Linea 2,178,0,Torres,Javier
"Jun 11, 2025",885,Tarde,Linea 1,215,1,Flores,Rosa
"Jun 11, 2025",886,Tarde,Linea 2,166,2,Hernández,María
"Jun 11, 2025",887,Noche,Linea 1,203,3,Ruiz,Francisco
"Jun 11, 2025",888,Noche,Linea 2,154,4,Ramírez,Elena
"Jun 12, 2025",889,Mañana,Linea 1,191,5,Fernández,José
"Jun 12, 2025",890,Mañana,Linea 2,228,6,López,Pedro
"Jun 12, 2025",891,Tarde,Linea 1,179,7,Morales,Patricia
"Jun 12, 2025",892,Tarde,Linea 2,216,8,Sánchez,Miguel
"Jun 12, 2025",893,Noche,Linea 1,167,9,Rodríguez,Laura
"Jun 12, 2025",894,Noche,Linea 2,204,10,Martínez,Ana
"Jun 13, 2025",895,Mañana,Linea 1,155,11,Díaz,Antonio
"Jun 13, 2025",896,Mañana,Linea 2,192,12,Pérez,Carmen
"Jun 13, 2025",897,Tarde,Linea 1,229,0,González,Luis
"Jun 13, 2025",898,Tarde,Linea 2,180,1,García,Carlos
"Jun 13, 2025",899,Noche,Linea 1,217,2,Torres,Javier
"Jun 13, 2025",900,Noche,Linea 2,168,3,Flores,Rosa
"Jun 14, 2025",901,Mañana,Linea 1,205,4,Hernández,María
"Jun 14, 2025",902,Mañana,Linea 2,156,5,Ruiz,Francisco
"Jun 14, 2025",903,Tarde,Linea 1,193,6,Ramírez,Elena
"Jun 14, 2025",904,Tarde,Linea 2,230,7,Fernández,José
"Jun 14, 2025",905,Noche,Linea 1,181,8,López,Pedro
"Jun 14, 2025",906,Noche,Linea 2,218,9,Morales,Patricia
"Jun 15, 2025",907,Mañana,Linea 1,169,10,Sánchez,Miguel
"Jun 15, 2025",908,Mañana,Linea 2,206,11,Rodríguez,Laura
"Jun 15, 2025",909,Tarde,Linea 1,157,12,Martínez,Ana
"Jun 15, 2025",910,Tarde,Linea 2,194,0,Díaz,Antonio
"Jun 15, 2025",911,Noche,Linea 1,231,1,Pérez,Carmen
"Jun 15, 2025",912,Noche,Linea 2,182,2,González,Luis
"Jun 16, 2025",913,Mañana,Linea 1,219,3,García,Carlos
"Jun 16, 2025",914,Mañana,Linea 2,170,4,Torres,Javier
"Jun 16, 2025",915,Tarde,Linea 1,207,5,Flores,Rosa
"Jun 16, 2025",916,Tarde,Linea 2,158,6,Hernández,María
"Jun 16, 2025",917,Noche,Linea 1,195,7,Ruiz,Francisco
"Jun 16, 2025",918,Noche,Linea 2,232,8,Ramírez,Elena
"Jun 17, 2025",919,Mañana,Linea 1,183,9,Fernández,José
"Jun 17, 2025",920,Mañana,Linea 2,220,10,López,Pedro
"Jun 17, 2025",921,Tarde,Linea 1,171,11,Morales,Patricia
"Jun 17, 2025",922,Tarde,Linea 2,208,12,Sánchez,Miguel
"Jun 17, 2025",923,Noche,Linea 1,159,0,Rodríguez,Laura
"Jun 17, 2025",924,Noche,Linea 2,196,1,Martínez,Ana
"Jun 18, 2025",925,Mañana,Linea 1,233,2,Díaz,Antonio
"Jun 18, 2025",926,Mañana,Linea 2,184,3,Pérez,Carmen
"Jun 18, 2025",927,Tarde,Linea 1,221,4,González,Luis
"Jun 18, 2025",928,Tarde,Linea 2,172,5,García,Carlos
"Jun 18, 2025",929,Noche,Linea 1,209,6,Torres,Javier
"Jun 18, 2025",930,Noche,Linea 2,160,7,Flores,Rosa
"Jun 19, 2025",931,Mañana,Linea 1,197,8,Hernández,María
"Jun 19, 2025",932,Mañana,Linea 2,234,9,Ruiz,Francisco
"Jun 19, 2025",933,Tarde,Linea 1,185,10,Ramírez,Elena
"Jun 19, 2025",934,Tarde,Linea 2,222,11,Fernández,José
"Jun 19, 2025",935,Noche,Linea 1,173,12,López,Pedro
"Jun 19, 2025",936,Noche,Linea 2,210,0,Morales,Patricia
"Jun 20, 2025",937,Mañana,Linea 1,161,1,Sánchez,Miguel
"Jun 20, 2025",938,Mañana,Linea 2,198,2,Rodríguez,Laura
"Jun 20, 2025",939,Tarde,Linea 1,235,3,Martínez,Ana
"Jun 20, 2025",940,Tarde,Linea 2,186,4,Díaz,Antonio
"Jun 20, 2025",941,Noche,Linea 1,223,5,Pérez,Carmen
"Jun 20, 2025",942,Noche,Linea 2,174,6,González,Luis
"Jun 21, 2025",943,Mañana,Linea 1,211,7,García,Carlos
"Jun 21, 2025",944,Mañana,Linea 2,162,8,Torres,Javier
"Jun 21, 2025",945,Tarde,Linea 1,199,9,Flores,Rosa
"Jun 21, 2025",946,Tarde,Linea 2,150,10,Hernández,María
"Jun 21, 2025",947,Noche,Linea 1,187,11,Ruiz,Francisco
"Jun 21, 2025",948,Noche,Linea 2,224,12,Ramírez,Elena
"Jun 22, 2025",949,Mañana,Linea 1,175,0,Fernández,José
"Jun 22, 2025",950,Mañana,Linea 2,212,1,López,Pedro
"Jun 22, 2025",951,Tarde,Linea 1,163,2,Morales,Patricia
"Jun 22, 2025",952,Tarde,Linea 2,200,3,Sánchez,Miguel
"Jun 22, 2025",953,Noche,Linea 1,151,4,Rodríguez,Laura
"Jun 22, 2025",954,Noche,Linea 2,188,5,Martínez,Ana
"Jun 23, 2025",955,Mañana,Linea 1,225,6,Díaz,Antonio
"Jun 23, 2025",956,Mañana,Linea 2,176,7,Pérez,Carmen
"Jun 23, 2025",957,Tarde,Linea 1,213,8,González,Luis
"Jun 23, 2025",958,Tarde,Linea 2,164,9,García,Carlos
"Jun 23, 2025",959,Noche,Linea 1,201,10,Torres,Javier
"Jun 23, 2025",960,Noche,Linea 2,152,11,Flores,Rosa
"Jun 24, 2025",961,Mañana,Linea 1,189,12,Hernández,María
"Jun 24, 2025",962,Mañana,Linea 2,226,0,Ruiz,Francisco
"Jun 24, 2025",963,Tarde,Linea 1,177,1,Ramírez,Elena
"Jun 24, 2025",964,Tarde,Linea 2,214,2,Fernández,José
"Jun 24, 2025",965,Noche,Linea 1,165,3,López,Pedro
"Jun 24, 2025",966,Noche,Linea 2,202,4,Morales,Patricia
"Jun 25, 2025",967,Mañana,Linea 1,153,5,Sánchez,Miguel
"Jun 25, 2025",968,Mañana,Linea 2,190,6,Rodríguez,Laura
"Jun 25, 2025",969,Tarde,Linea 1,227,7,Martínez,Ana
"Jun 25, 2025",970,Tarde,Linea 2,178,8,Díaz,Antonio
"Jun 25, 2025",971,Noche,Linea 1,215,9,Pérez,Carmen
"Jun 25, 2025",972,Noche,Linea 2,166,10,González,Luis
"Jun 26, 2025",973,Mañana,Linea 1,203,11,García,Carlos
"Jun 26, 2025",974,Mañana,Linea 2,154,12,Torres,Javier
"Jun 26, 2025",975,Tarde,Linea 1,191,0,Flores,Rosa
"Jun 26, 2025",976,Tarde,Linea 2,228,1,Hernández,María
"Jun 26, 2025",977,Noche,Linea 1,179,2,Ruiz,Francisco
"Jun 26, 2025",978,Noche,Linea 2,216,3,Ramírez,Elena
"Jun 27, 2025",979,Mañana,Linea 1,167,4,Fernández,José
"Jun 27, 2025",980,Mañana,Linea 2,204,5,López,Pedro
"Jun 27, 2025",981,Tarde,Linea 1,155,6,Morales,Patricia
"Jun 27, 2025",982,Tarde,Linea 2,192,7,Sánchez,Miguel
"Jun 27, 2025",983,Noche,Linea 1,229,8,Rodríguez,Laura
"Jun 27, 2025",984,Noche,Linea 2,180,9,Martínez,Ana
"Jun 28, 2025",985,Mañana,Linea 1,217,10,Díaz,Antonio
"Jun 28, 2025",986,Mañana,Linea 2,168,11,Pérez,Carmen
"Jun 28, 2025",987,Tarde,Linea 1,205,12,González,Luis
"Jun 28, 2025",988,Tarde,Linea 2,156,0,García,Carlos
"Jun 28, 2025",989,Noche,Linea 1,193,1,Torres,Javier
"Jun 28, 2025",990,Noche,Linea 2,230,2,Flores,Rosa
"Jun 29, 2025",991,Mañana,Linea 1,181,3,Hernández,María
"Jun 29, 2025",992,Mañana,Linea 2,218,4,Ruiz,Francisco
"Jun 29, 2025",993,Tarde,Linea 1,169,5,Ramírez,Elena
"Jun 29, 2025",994,Tarde,Linea 2,206,6,Fernández,José
"Jun 29, 2025",995,Noche,Linea 1,157,7,López,Pedro
"Jun 29, 2025",996,Noche,Linea 2,194,8,Morales,Patricia
"Jun 30, 2025",997,Mañana,Linea 1,231,9,Sánchez,Miguel
"Jun 30, 2025",998,Mañana,Linea 2,182,10,Rodríguez,Laura
"Jun 30, 2025",999,Tarde,Linea 1,219,11,Martínez,Ana
"Jun 30, 2025",1000,Tarde,Linea 2,170,12,Díaz,Antonio
"Jun 30, 2025",1001,Noche,Linea 1,207,0,Pérez,Carmen
"Jun 30, 2025",1002,Noche,Linea 2,158,1,González,Luis
"Jul 1, 2025",1003,Mañana,Linea 1,195,2,García,Carlos
"Jul 1, 2025",1004,Mañana,Linea 2,232,3,Torres,Javier
"Jul 1, 2025",1005,Tarde,Linea 1,183,4,Flores,Rosa
"Jul 1, 2025",1006,Tarde,Linea 2,220,5,Hernández,María
"Jul 1, 2025",1007,Noche,Linea 1,171,6,Ruiz,Francisco
"Jul 1, 2025",1008,Noche,Linea 2,208,7,Ramírez,Elena
"Jul 2, 2025",1009,Mañana,Linea 1,159,8,Fernández,José
"Jul 2, 2025",1010,Mañana,Linea 2,196,9,López,Pedro
"Jul 2, 2025",1011,Tarde,Linea 1,233,10,Morales,Patricia
"Jul 2, 2025",1012,Tarde,Linea 2,184,11,Sánchez,Miguel
"Jul 2, 2025",1013,Noche,Linea 1,221,12,Rodríguez,Laura
"Jul 2, 2025",1014,Noche,Linea 2,172,0,Martínez,Ana
"Jul 3, 2025",1015,Mañana,Linea 1,209,1,Díaz,Antonio
"Jul 3, 2025",1016,Mañana,Linea 2,160,2,Pérez,Carmen
"Jul 3, 2025",1017,Tarde,Linea 1,197,3,González,Luis
"Jul 3, 2025",1018,Tarde,Linea 2,234,4,García,Carlos
"Jul 3, 2025",1019,Noche,Linea 1,185,5,Torres,Javier
"Jul 3, 2025",1020,Noche,Linea 2,222,6,Flores,Rosa
"Jul 4, 2025",1021,Mañana,Linea 1,173,7,Hernández,María
"Jul 4, 2025",1022,Mañana,Linea 2,210,8,Ruiz,Francisco
"Jul 4, 2025",1023,Tarde,Linea 1,161,9,Ramírez,Elena
"Jul 4, 2025",1024,Tarde,Linea 2,198,10,Fernández,José
"Jul 4, 2025",1025,Noche,Linea 1,235,11,López,Pedro
"Jul 4, 2025",1026,Noche,Linea 2,186,12,Morales,Patricia
"Jul 5, 2025",1027,Mañana,Linea 1,223,0,Sánchez,Miguel
"Jul 5, 2025",1028,Mañana,Linea 2,174,1,Rodríguez,Laura
"Jul 5, 2025",1029,Tarde,Linea 1,211,2,Martínez,Ana
"Jul 5, 2025",1030,Tarde,Linea 2,162,3,Díaz,Antonio
"Jul 5, 2025",1031,Noche,Linea 1,199,4,Pérez,Carmen
"Jul 5, 2025",1032,Noche,Linea 2,150,5,González,Luis
"Jul 6, 2025",1033,Mañana,Linea 1,187,6,García,Carlos
"Jul 6, 2025",1034,Mañana,Linea 2,224,7,Torres,Javier
"Jul 6, 2025",1035,Tarde,Linea 1,175,8,Flores,Rosa
"Jul 6, 2025",1036,Tarde,Linea 2,212,9,Hernández,María
"Jul 6, 2025",1037,Noche,Linea 1,163,10,Ruiz,Francisco
"Jul 6, 2025",1038,Noche,Linea 2,200,11,Ramírez,Elena
"Jul 7, 2025",1039,Mañana,Linea 1,151,12,Fernández,José
"Jul 7, 2025",1040,Mañana,Linea 2,188,0,López,Pedro
"Jul 7, 2025",1041,Tarde,Linea 1,225,1,Morales,Patricia
"Jul 7, 2025",1042,Tarde,Linea 2,176,2,Sánchez,Miguel
"Jul 7, 2025",1043,Noche,Linea 1,213,3,Rodríguez,Laura
"Jul 7, 2025",1044,Noche,Linea 2,164,4,Martínez,Ana
"Jul 8, 2025",1045,Mañana,Linea 1,201,5,Díaz,Antonio
"Jul 8, 2025",1046,Mañana,Linea 2,152,6,Pérez,Carmen
"Jul 8, 2025",1047,Tarde,Linea 1,189,7,González,Luis
"Jul 8, 2025",1048,Tarde,Linea 2,226,8,García,Carlos
"Jul 8, 2025",1049,Noche,Linea 1,177,9,Torres,Javier
"Jul 8, 2025",1050,Noche,Linea 2,214,10,Flores,Rosa
"Jul 9, 2025",1051,Mañana,Linea 1,165,11,Hernández,María
"Jul 9, 2025",1052,Mañana,Linea 2,202,12,Ruiz,Francisco
"Jul 9, 2025",1053,Tarde,Linea 1,153,0,Ramírez,Elena
"Jul 9, 2025",1054,Tarde,Linea 2,190,1,Fernández,José
"Jul 9, 2025",1055,Noche,Linea 1,227,2,López,Pedro
"Jul 9, 2025",1056,Noche,Linea 2,178,3,Morales,Patricia
"Jul 10, 2025",1057,Mañana,Linea 1,215,4,Sánchez,Miguel
"Jul 10, 2025",1058,Mañana,Linea 2,166,5,Rodríguez,Laura
"Jul 10, 2025",1059,Tarde,Linea 1,203,6,Martínez,Ana
"Jul 10, 2025",1060,Tarde,Linea 2,154,7,Díaz,Antonio
"Jul 10, 2025",1061,Noche,Linea 1,191,8,Pérez,Carmen
"Jul 10, 2025",1062,Noche,Linea 2,228,9,González,Luis
"Jul 11, 2025",1063,Mañana,Linea 1,179,10,García,Carlos
"Jul 11, 2025",1064,Mañana,Linea 2,216,11,Torres,Javier
"Jul 11, 2025",1065,Tarde,Linea 1,167,12,Flores,Rosa
"Jul 11, 2025",1066,Tarde,Linea 2,204,0,Hernández,María
"Jul 11, 2025",1067,Noche,Linea 1,155,1,Ruiz,Francisco
"Jul 11, 2025",1068,Noche,Linea 2,192,2,Ramírez,Elena
"Jul 12, 2025",1069,Mañana,Linea 2,229,3,Fernández,José
"Jul 12, 2025",1070,Tarde,Linea 2,180,4,López,Pedro
"Jul 12, 2025",1071,Noche,Linea 2,217,5,Morales,Patricia
"Jul 13, 2025",1072,Mañana,Linea 2,168,6,Sánchez,Miguel
"Jul 13, 2025",1073,Tarde,Linea 2,205,7,Rodríguez,Laura
"Jul 13, 2025",1074,Noche,Linea 2,156,8,Martínez,Ana
"Jul 14, 2025",1075,Mañana,Linea 2,193,9,Díaz,Antonio
"Jul 14, 2025",1076,Tarde,Linea 2,230,10,Pérez,Carmen
"Jul 14, 2025",1077,Noche,Linea 2,181,11,González,Luis
"Jul 15, 2025",1078,Mañana,Linea 2,218,12,García,Carlos
"Jul 15, 2025",1079,Tarde,Linea 2,169,0,Torres,Javier
"Jul 15, 2025",1080,Noche,Linea 2,206,1,Flores,Rosa
"Jul 16, 2025",1081,Mañana,Linea 2,157,2,Hernández,María
"Jul 16, 2025",1082,Tarde,Linea 2,194,3,Ruiz,Francisco
"Jul 16, 2025",1083,Noche,Linea 2,231,4,Ramírez,Elena
"Jul 17, 2025",1084,Mañana,Linea 2,182,5,Fernández,José
"Jul 17, 2025",1085,Tarde,Linea 2,219,6,López,Pedro
"Jul 17, 2025",1086,Noche,Linea 2,170,7,Morales,Patricia
"Jul 18, 2025",1087,Mañana,Linea 2,207,8,Sánchez,Miguel
"Jul 18, 2025",1088,Tarde,Linea 2,158,9,Rodríguez,Laura
"Jul 18, 2025",1089,Noche,Linea 2,195,10,Martínez,Ana
"Jul 19, 2025",1090,Mañana,Linea 2,232,11,Díaz,Antonio
"Jul 19, 2025",1091,Tarde,Linea 2,183,12,Pérez,Carmen
"Jul 19, 2025",1092,Noche,Linea 2,220,0,González,Luis
"Jul 20, 2025",1093,Mañana,Linea 2,171,1,García,Carlos
"Jul 20, 2025",1094,Tarde,Linea 2,208,2,Torres,Javier
"Jul 20, 2025",1095,Noche,Linea 2,159,3,Flores,Rosa
"Jul 21, 2025",1096,Mañana,Linea 2,196,4,Hernández,María
"Jul 21, 2025",1097,Tarde,Linea 2,233,5,Ruiz,Francisco
"Jul 21, 2025",1098,Noche,Linea 2,184,6,Ramírez,Elena
"Jul 22, 2025",1099,Mañana,Linea 2,221,7,Fernández,José
"Jul 22, 2025",1100,Tarde,Linea 2,172,8,López,Pedro
"Jul 22, 2025",1101,Noche,Linea 2,209,9,Morales,Patricia
"Jul 23, 2025",1102,Mañana,Linea 2,160,10,Sánchez,Miguel
"Jul 23, 2025",1103,Tarde,Linea 2,197,11,Rodríguez,Laura
"Jul 23, 2025",1104,Noche,Linea 2,234,12,Martínez,Ana
"Jul 24, 2025",1105,Mañana,Linea 2,185,0,Díaz,Antonio
"Jul 24, 2025",1106,Tarde,Linea 2,222,1,Pérez,Carmen
"Jul 24, 2025",1107,Noche,Linea 2,173,2,González,Luis
"Jul 25, 2025",1108,Mañana,Linea 2,210,3,García,Carlos
"Jul 25, 2025",1109,Tarde,Linea 2,161,4,Torres,Javier
"Jul 25, 2025",1110,Noche,Linea 2,198,5,Flores,Rosa
"Jul 26, 2025",1111,Mañana,Linea 2,235,6,Hernández,María
"Jul 26, 2025",1112,Tarde,Linea 2,186,7,Ruiz,Francisco
"Jul 26, 2025",1113,Noche,Linea 2,223,8,Ramírez,Elena
"Jul 27, 2025",1114,Mañana,Linea 2,174,9,Fernández,José
"Jul 27, 2025",1115,Tarde,Linea 2,211,10,López,Pedro
"Jul 27, 2025",1116,Noche,Linea 2,162,11,Morales,Patricia
"Jul 28, 2025",1117,Mañana,Linea 2,199,12,Sánchez,Miguel
"Jul 28, 2025",1118,Tarde,Linea 2,150,0,Rodríguez,Laura
"Jul 28, 2025",1119,Noche,Linea 2,187,1,Martínez,Ana
"Jul 29, 2025",1120,Mañana,Linea 2,224,2,Díaz,Antonio
"Jul 29, 2025",1121,Tarde,Linea 2,175,3,Pérez,Carmen
"Jul 29, 2025",1122,Noche,Linea 2,212,4,González,Luis
"Jul 30, 2025",1123,Mañana,Linea 2,163,5,García,Carlos
"Jul 30, 2025",1124,Tarde,Linea 2,200,6,Torres,Javier
"Jul 30, 2025",1125,Noche,Linea 2,151,7,Flores,Rosa
"Jul 31, 2025",1126,Mañana,Linea 2,188,8,Hernández,María
"Jul 31, 2025",1127,Tarde,Linea 2,225,9,Ruiz,Francisco
"Jul 31, 2025",1128,Noche,Linea 2,176,10,Ramírez,Elena
"Aug 1, 2025",1129,Mañana,Linea 2,213,11,Fernández,José
"Aug 1, 2025",1130,Tarde,Linea 2,164,12,López,Pedro
"Aug 1, 2025",1131,Noche,Linea 2,201,0,Morales,Patricia
"Aug 2, 2025",1132,Mañana,Linea 2,152,1,Sánchez,Miguel
"Aug 2, 2025",1133,Tarde,Linea 2,189,2,Rodríguez,Laura
"Aug 2, 2025",1134,Noche,Linea 2,226,3,Martínez,Ana
"Aug 3, 2025",1135,Mañana,Linea 2,177,4,Díaz,Antonio
"Aug 3, 2025",1136,Tarde,Linea 2,214,5,Pérez,Carmen
"Aug 3, 2025",1137,Noche,Linea 2,165,6,González,Luis
"Aug 4, 2025",1138,Mañana,Linea 2,202,7,García,Carlos
"Aug 4, 2025",1139,Tarde,Linea 2,153,8,Torres,Javier
"Aug 4, 2025",1140,Noche,Linea 2,190,9,Flores,Rosa
"Aug 5, 2025",1141,Mañana,Linea 2,227,10,Hernández,María
"Aug 5, 2025",1142,Tarde,Linea 2,178,11,Ruiz,Francisco
"Aug 5, 2025",1143,Noche,Linea 2,215,12,Ramírez,Elena
"Aug 6, 2025",1144,Mañana,Linea 2,166,0,Fernández,José
"Aug 6, 2025",1145,Tarde,Linea 2,203,1,López,Pedro
"Aug 6, 2025",1146,Noche,Linea 2,154,2,Morales,Patricia
"Aug 7, 2025",1147,Mañana,Linea 2,191,3,Sánchez,Miguel
"Aug 7, 2025",1148,Tarde,Linea 2,228,4,Rodríguez,Laura
"Aug 7, 2025",1149,Noche,Linea 2,179,5,Martínez,Ana
"Aug 8, 2025",1150,Mañana,Linea 2,216,6,Díaz,Antonio
"Aug 8, 2025",1151,Tarde,Linea 2,167,7,Pérez,Carmen
"Aug 8, 2025",1152,Noche,Linea 2,204,8,González,Luis
